wannier90 format for vmcdry.out or HPhi -sdry
        10
       245
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1
   -3   -3   -2    1    1   0.0000547436  -0.0000000000
   -3   -3   -2    1    2  -0.0000002986  -0.0000532622
   -3   -3   -2    1    3   0.0000208563   0.0000050128
   -3   -3   -2    1    4   0.0000176630   0.0000011055
   -3   -3   -2    1    5  -0.0000004629  -0.0000069408
   -3   -3   -2    1    6   0.0000281250   0.0000172498
   -3   -3   -2    1    7  -0.0000753197   0.0000337282
   -3   -3   -2    1    8   0.0000069187  -0.0000160973
   -3   -3   -2    1    9  -0.0000177371  -0.0000027443
   -3   -3   -2    1   10  -0.0000182416   0.0000053670
   -3   -3   -2    2    1  -0.0000002986   0.0000532622
   -3   -3   -2    2    2   0.0003756135  -0.0000000000
   -3   -3   -2    2    3   0.0000797722   0.0000489107
   -3   -3   -2    2    4   0.0000198356   0.0000026322
   -3   -3   -2    2    5   0.0000471539  -0.0000140042
   -3   -3   -2    2    6  -0.0000603361  -0.0000437013
   -3   -3   -2    2    7  -0.0002584584   0.0000706290
   -3   -3   -2    2    8   0.0001094876   0.0000784213
   -3   -3   -2    2    9  -0.0000525411   0.0000166646
   -3   -3   -2    2   10   0.0000049167  -0.0000021768
   -3   -3   -2    3    1   0.0000208563  -0.0000050128
   -3   -3   -2    3    2   0.0000797722  -0.0000489107
   -3   -3   -2    3    3   0.0001102305  -0.0000000000
   -3   -3   -2    3    4  -0.0000427549   0.0000037577
   -3   -3   -2    3    5  -0.0000255325  -0.0000077572
   -3   -3   -2    3    6  -0.0000102122   0.0000051496
   -3   -3   -2    3    7  -0.0000430063   0.0000388611
   -3   -3   -2    3    8   0.0000092651  -0.0000261282
   -3   -3   -2    3    9  -0.0000197551  -0.0000037673
   -3   -3   -2    3   10   0.0000005581   0.0000115421
   -3   -3   -2    4    1   0.0000176630  -0.0000011055
   -3   -3   -2    4    2   0.0000198356  -0.0000026322
